property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
2645,-37.815113,144.891492,10 Goulburn Street,YARRAVILLE,MITCHELL,19996,0.16,not available,0,14,5,3,1
51985,-37.799076,145.174236,7 Belmont Court,DONVALE,CASEY,19899,2.394,28,1,69,22,14,7
76137,-37.909505,145.094192,38 Andrew Street,OAKLEIGH,WANGARATTA,19916,0.736,27,1,0,0,0,0
96049,-37.912178,145.051455,6 Shanahan Crescent,MCKINNON,HORSHAM,19940,1.173,28,1,0,0,0,0
47173,-37.7195587,145.1604614,40 Malabar Crescent,ELTHAM,FRANKSTON,19987,1.297,52,1,3,3,2,1
38857,-37.759463,145.048191,35 Melcombe Road,IVANHOE,BASS COAST,19934,0.682,33,1,0,0,0,0
24807,-37.677287,144.962346,6 Myrtle Street,CAMPBELLFIELD,STRATHBOGIE,19960,1.855,33,1,0,0,0,0
92759,-37.988862,145.074568,15 Sixth Street,PARKDALE,STONNINGTON,19864,0.494,45,1,19,4,3,1
3948,-37.81252,144.888403,9 Regent Street,YARRAVILLE,MITCHELL,19996,0.394,not available,0,14,5,3,1
74484,-37.892478,145.070302,10 Toward Street,MURRUMBEENA,MOIRA,19919,0.361,21,1,0,0,0,0
25165,-37.583957,144.924104,110 Malcolm Creek Parade,CRAIGIEBURN,YARRA RANGES,40221,2.61,41,1,5,3,2,1
60338,-37.82128,145.209805,9 Patrick Court,MITCHAM,PORT PHILLIP,19901,0.373,33,1,25,8,5,3
48356,-37.806773,145.052136,37 Cecil Street,KEW,SOUTH GIPPSLAND,19903,1.823,14,1,2,0,0,0
87800,-37.94593,145.016535,50 Highett Road,HAMPTON,WYNDHAM,19948,1.158,not available,0,99,43,33,20
86354,-37.8958664,145.0019989,21 Hamilton Street,BRIGHTON,HUME,19953,0.211,not available,0,332,214,155,80
26130,-37.590841,144.907879,25 Grosvenor Square,CRAIGIEBURN,YARRA RANGES,40221,3.353,41,1,5,3,2,1
80266,-37.988594,145.154718,42 Liverpool Drive,KEYSBOROUGH,KINGSTON,19890,3.072,40,1,13,4,2,1
3671,-37.819416,144.8892822,52 Sussex Street,YARRAVILLE,MITCHELL,19996,0.401,not available,0,14,5,3,1
20971,-37.762038,144.957266,29A Davison Street,BRUNSWICK,MARIBYRNONG,19967,0.313,18,1,22,7,5,3
3252,-37.815284,144.889488,28 Birmingham Street,YARRAVILLE,MITCHELL,19996,0.074,not available,0,14,5,3,1
19728,-37.671711,144.8907623,4 Chadwick Lane,ATTWOOD,MOYNE,20030,2.835,32,1,0,0,0,0
90786,-37.963231,145.044809,5 Wembley Avenue,CHELTENHAM,YARRA RANGES,19866,0.935,40,1,5,3,2,1
91075,-37.9678421,145.084549,9 Renowden Street,CHELTENHAM,YARRA RANGES,19865,2.306,43,1,5,3,2,1
76121,-37.894502,145.080517,36 Euston Road,HUGHESDALE,BASS COAST,19918,0.256,23,1,0,0,0,0
61632,-37.772747,145.2479096,254 Wonga Road,WARRANWOOD,MACEDON RANGES,19878,3.823,42,1,1,1,1,0
88135,-37.941985,145.048707,2 Rodney Street,MOORABBIN,MANSFIELD,19872,0.934,37,1,0,0,0,0
42093,-37.747357,145.089222,32 Somerset Drive,VIEWBANK,MANNINGHAM,19936,2.09,36,1,11,6,4,2
6596,-37.78586,144.822697,3/39 Fraser Street,SUNSHINE,KNOX,20004,0.929,23,1,23,5,3,2
18749,-37.692215,144.9299355,36 Elliot Avenue,BROADMEADOWS,WODONGA,20031,1.281,30,1,3,0,0,0
35669,-37.723484,145.02794,843 Plenty Road,RESERVOIR,EAST GIPPSLAND,20010,1.983,40,1,1,0,0,0
80559,-37.9886322,145.1710358,9 Denbigh Court,KEYSBOROUGH,KINGSTON,19889,2.14,42,1,13,4,2,1
8211,-37.747364,144.7445221,19 Saxby Court,BURNSIDE,MOYNE,20001,4.772,30,1,0,0,0,0
84246,-37.8518596,145.0055011,62 Pridham Street,PRAHRAN,BOROONDARA,19946,0.748,14,1,12,3,2,1
65638,-37.782979,145.311878,102 Manchester Road,MOOROOLBARK,WEST WIMMERA,19877,0.202,46,1,0,0,0,0
6073,-37.7835884,144.841919,112 Cornwall Road,SUNSHINE,KNOX,20021,0.966,20,1,23,5,3,2
70710,-37.874752,145.0928955,3 Myora Court,CHADSTONE,MELTON,19839,0.2,not available,0,87,28,19,10
52440,-37.8290546,144.9891811,16 Melrose Street,CREMORNE,WELLINGTON,19908,0.56,5,1,0,0,0,0
7379,-37.7301178,144.8161163,292 Sunshine Avenue,KEALBA,BASS COAST,20001,1.97,30,1,0,0,0,0
60336,-37.825258,145.198092,9 Norman Street,MITCHAM,PORT PHILLIP,19900,0.969,31,1,25,8,5,3
34234,-37.719653,144.999298,20 Clinnick Street,RESERVOIR,EAST GIPPSLAND,20010,0.744,40,1,1,0,0,0
7299,-37.749485,144.761062,2 Monmouth Close,ALBANVALE,HEPBURN,20002,3.466,28,1,-1,0,0,0
12958,-37.703846,144.7536469,31 Allenby Road,HILLSIDE,GREATER DANDENONG,20000,1.832,34,1,36,9,6,3
54097,-37.8182068,145.018158,130A Church Street,HAWTHORN,YARRA,19905,0.579,10,1,15,7,5,3
69762,-37.867883,145.072378,22 Boyle Street,ASHBURTON,DAREBIN,19847,0.641,28,1,41,21,15,8
32626,-37.7474087,144.9962906,33 St Georges Road,PRESTON,BOROONDARA,20013,0.397,33,1,12,3,2,1
44508,-37.693606,145.107007,2 Barkala Close,GREENSBOROUGH,GLEN EIRA,19985,1.156,46,1,15,4,2,1
41562,-37.74524,145.076141,13 Haughton Parade,ROSANNA,EAST GIPPSLAND,19936,0.918,36,1,1,0,0,0
96013,-37.909521,145.050682,6 Blackshaw Street,MCKINNON,HORSHAM,19940,1.09,28,1,0,0,0,0
6961,-37.784137,144.821738,7 Sydney Street (Albion),ALBION,MOIRA,20004,0.767,23,1,0,0,0,0
61646,-37.773891,145.252418,26 Omeo Parade,WARRANWOOD,MACEDON RANGES,19878,3.446,42,1,1,1,1,0
12601,-37.705143,144.753235,2/2 Serrata Court,HILLSIDE,GREATER DANDENONG,20000,1.896,34,1,36,9,6,3
53676,-37.8137283,144.9914398,7 Egan Street,RICHMOND,EAST GIPPSLAND,19978,0.136,15,1,1,0,0,0
5066,-37.861778,144.845598,23 Simmons Drive,SEAHOLME,WHITEHORSE,19927,0.788,not available,0,12,1,1,1
5210,-37.8638941,144.8405839,44 Sussex Street,SEAHOLME,WHITEHORSE,19927,0.44,not available,0,12,1,1,1
10614,-37.790342,144.930268,49 Eastwood Street,KENSINGTON,SOUTH GIPPSLAND,20040,0.354,10,1,2,0,0,0
25442,-37.594996,144.9336,14 Wattleglen Street,CRAIGIEBURN,YARRA RANGES,40221,1.144,41,1,5,3,2,1
96036,-37.926362,145.047814,6 Montreal Street,BENTLEIGH,HOBSONS BAY,19938,1.091,32,1,20,14,15,10
83182,-37.888916,145.2504883,39 Anne Road,KNOXFIELD,SOUTHERN GRAMPIANS,19868,4.01,46,1,0,0,0,0
71465,-37.8535767,145.2424622,35 Chartwell Drive,WANTIRNA,CENTRAL GOLDFIELDS,19870,2.611,41,1,0,0,0,0
16456,-37.707927,144.907774,127 Tarana Avenue,GLENROY,WYNDHAM,20032,0.913,28,1,99,43,33,20
25867,-37.603575,144.940926,2 Winton Court,CRAIGIEBURN,YARRA RANGES,40221,0.288,41,1,5,3,2,1
5860,-37.7924576,144.8585205,7/29 South Road,BRAYBROOK,HUME,20022,0.85,16,1,332,214,155,80
86503,-37.903892,144.995418,3 Berwick Street,BRIGHTON,HUME,19952,0.64,not available,0,332,214,155,80
71388,-37.8477058,145.2342682,3 Hadlow Drive,WANTIRNA,CENTRAL GOLDFIELDS,19871,2.337,37,1,0,0,0,0
52373,-37.815795,144.995226,149 Lennox Street,RICHMOND,EAST GIPPSLAND,19978,0.347,15,1,1,0,0,0
87884,-37.943069,145.008318,64 Linacre Road,HAMPTON,WYNDHAM,19949,0.825,not available,0,99,43,33,20
77233,-37.937288,145.099761,4 Elliminya Court,CLARINDA,BULOKE,19915,2.299,30,1,0,0,0,0
11033,-37.782928,144.885191,1/48 Mitchell Street,MARIBYRNONG,BAW BAW,20027,2.025,not available,0,3,0,0,0
7916,-37.772766,144.798118,61 Chelsey Street,ARDEER,SWAN HILL,20003,1.973,26,1,1,0,0,0
96147,-37.923565,145.047049,7 Hutchinson Street,BENTLEIGH,HOBSONS BAY,19938,1.031,32,1,20,14,15,10
24568,-37.7173424,144.9690247,70 Argyle Street,FAWKNER,MONASH,19963,0.787,26,1,16,4,3,2
29760,-37.774518,144.991945,24 Aberdeen Grove,NORTHCOTE,MURRINDINDI,20017,0.381,26,1,0,0,0,0
9336,-37.844175,144.726631,16 Vassar Court,TRUGANINA,CENTRAL GOLDFIELDS,46468,3.391,not available,0,0,0,0,0
43117,-37.718446,145.061484,36 The Common,MACLEOD,WANGARATTA,19983,1.078,39,1,0,0,0,0
25872,-37.5872353,144.9341332,2/2-10 Creekwood Drive,CRAIGIEBURN,YARRA RANGES,40221,1.812,41,1,5,3,2,1
18826,-37.668307,144.919335,4 Ovens Court,BROADMEADOWS,WODONGA,44817,1.005,35,1,3,0,0,0
82163,-37.991257,145.235868,4 Blossom Drive,DOVETON,HINDMARSH,19888,2.295,45,1,0,0,0,0
55727,-37.838817,145.078256,49 Glyndon Road,CAMBERWELL,MELBOURNE,19850,0.621,23,1,23,11,8,5
54873,-37.826989,145.067535,10 Moorhouse Street,CAMBERWELL,MELBOURNE,19892,0.135,18,1,23,11,8,5
37194,-37.63083,145.037162,28 Quartz Grove,EPPING,FRANKSTON,20005,2.476,51,1,3,3,2,1
67606,-37.7746239,145.3542023,6 Melody Close,LILYDALE,FRANKSTON,19876,2.2,51,1,3,3,2,1
29018,-37.801571,144.994773,39-41 Studley Street,ABBOTSFORD,BANYULE,19975,0.27,19,1,22,12,7,4
55678,-37.8380814,145.0602417,42 Sunnyside Avenue,CAMBERWELL,MELBOURNE,19851,0.921,21,1,23,11,8,5
91398,-37.9799531,145.0446009,201 Tramway Parade,BEAUMARIS,TOWONG,19866,1.718,40,1,0,0,0,0
50352,-37.757368,145.08883,66 Templestowe Road,BULLEEN,MARIBYRNONG,19935,2.474,34,1,22,7,5,3
45118,-37.703834,145.112221,45 HUME STREET,GREENSBOROUGH,GLEN EIRA,19985,0.35,46,1,15,4,2,1
76116,-37.908617,145.108667,36 Beauford St,HUNTINGDALE,GREATER DANDENONG,19916,0.614,27,1,36,9,6,3
19762,-37.6741333,144.8953552,5 Lavery Place,ATTWOOD,MOYNE,20030,2.354,32,1,0,0,0,0
34730,-37.729837,145.033324,34 Andrews Avenue,RESERVOIR,EAST GIPPSLAND,20011,2.692,37,1,1,0,0,0
50120,-37.761471,145.090748,29 Warringal Street,BULLEEN,MARIBYRNONG,19935,2.688,34,1,22,7,5,3
48271,-37.805003,145.027404,3/12 Stawell Street,KEW,SOUTH GIPPSLAND,19905,1.912,10,1,2,0,0,0
24678,-37.670727,144.953091,19 Lydia Avenue,CAMPBELLFIELD,STRATHBOGIE,19960,0.761,33,1,0,0,0,0
4846,-37.855407,144.822377,116 McIntyre Drive,ALTONA,BRIMBANK,19925,1.336,not available,0,77,34,21,12
60703,-37.838076,145.202645,34 View Road,VERMONT,CENTRAL GOLDFIELDS,19901,2.311,33,1,0,0,0,0
49722,-37.809299,145.092184,79 Yarrbat Avenue,BALWYN,HOBSONS BAY,19896,1.626,25,1,20,14,15,10
45431,-37.715163,145.09766,7 Moodie Street,GREENSBOROUGH,GLEN EIRA,19984,1.306,42,1,15,4,2,1
13116,-37.704266,144.75292,4 Silvana Way,HILLSIDE,GREATER DANDENONG,20000,1.903,34,1,36,9,6,3
52304,-37.8163182,145.0069712,138 Somerset Street,RICHMOND,EAST GIPPSLAND,19906,1.251,8,1,1,0,0,0
64530,-37.806812,145.276214,47 FORTUNA AVENUE,CROYDON,CARDINIA,19878,1.322,42,1,25,10,5,3
66347,-37.768536,145.313239,4 Highview Drive,MOOROOLBARK,WEST WIMMERA,19877,1.804,46,1,0,0,0,0
23917,-37.694063,144.96382,11 Shaw Street,FAWKNER,MONASH,19961,0.855,29,1,16,4,3,2
84540,-37.877676,144.990299,1 Moore Street,ELWOOD,MORELAND,19955,0.476,not available,0,111,50,47,25
28886,-37.810103,145.001775,2 Fairchild Street,ABBOTSFORD,BANYULE,19977,0.815,16,1,22,12,7,4
30294,-37.77051,145.005518,63 Derby Street,NORTHCOTE,MURRINDINDI,20016,0.903,28,1,0,0,0,0
29665,-37.771307,145.013319,2/36 Boothby Street,NORTHCOTE,MURRINDINDI,19930,0.93,26,1,0,0,0,0
1931,-37.8120346,144.8833923,196 Williamstown Road,KINGSVILLE,ALPINE,19996,0.714,not available,0,0,0,0,0
45039,-37.683653,145.104691,4 Palpera Terrace,GREENSBOROUGH,GLEN EIRA,19985,2.279,46,1,15,4,2,1
40756,-37.7039299,145.0619049,5 Flannery Avenue,BUNDOORA,WODONGA,19984,2.078,42,1,3,0,0,0
33757,-37.7125011,145.0101316,13 Cheddar Road,RESERVOIR,EAST GIPPSLAND,20009,0.515,41,1,1,0,0,0
7910,-37.775209,144.800522,6 Glinden Avenue,ARDEER,SWAN HILL,20003,2.123,26,1,1,0,0,0
48444,-37.811348,145.028695,42 Denmark Street,KEW,SOUTH GIPPSLAND,19905,1.271,10,1,2,0,0,0
1109,-37.805174,144.8884,5 Henry Street,SEDDON,EAST GIPPSLAND,20024,0.401,12,1,1,0,0,0
48837,-37.811625,145.042814,95 Edgevale Road,KEW,SOUTH GIPPSLAND,19903,1.227,14,1,2,0,0,0
43850,-37.69965,145.088031,55 Meakin Street,WATSONIA NORTH,MOUNT ALEXANDER,19984,1.311,42,1,0,0,0,0
76728,-37.923408,145.114323,27 Prince Charles Street,CLAYTON,HINDMARSH,19915,0.563,30,1,0,0,0,0
69125,-37.863628,145.031634,39 McKinley Avenue,MALVERN,BAW BAW,19944,0.357,17,1,3,0,0,0
32387,-37.7445908,145.015152,24 O`Keefe Street,PRESTON,BOROONDARA,20013,1.323,33,1,12,3,2,1
35335,-37.723116,145.022821,6/26 - 28 Boldrewood Parade,RESERVOIR,EAST GIPPSLAND,20010,1.555,40,1,1,0,0,0
68126,-37.84571,145.010302,5 Selborne Road,TOORAK,MANNINGHAM,19946,0.646,14,1,11,6,4,2
22267,-37.742317,144.952214,20 Shackell Street,COBURG,MOONEE VALLEY,19965,0.978,22,1,41,17,12,6
31126,-37.7621689,145.007019,32 Alexandra Street,THORNBURY,LATROBE,20015,0.902,29,1,2,2,1,0
23872,-37.708895,144.974548,1/39 Percy Street,FAWKNER,MONASH,19962,1.387,27,1,16,4,3,2
7514,-37.7421265,144.7722778,47 Trafalgar Street,ALBANVALE,HEPBURN,20001,2.367,30,1,-1,0,0,0
4988,-37.86652,144.839754,19 Waratah Street,SEAHOLME,WHITEHORSE,19927,0.181,not available,0,12,1,1,1
24077,-37.712855,144.965621,17 Wymlet Street,FAWKNER,MONASH,19962,0.488,27,1,16,4,3,2
58757,-37.816333,145.167926,24 Jubilee Street,NUNAWADING,STONNINGTON,19899,0.774,28,1,19,4,3,1
26351,-37.586617,144.91853,3 Jarrah Place,CRAIGIEBURN,YARRA RANGES,40221,2.762,41,1,5,3,2,1
28967,-37.8068504,144.9944305,2A Mollison Street,ABBOTSFORD,BANYULE,19976,0.265,18,1,22,12,7,4
72677,-37.8577614,145.2801056,1 Lorikeet Court,BORONIA,TOWONG,19869,0.48,44,1,0,0,0,0
9842,-37.890553,144.638225,50 Rowes Road,WERRIBEE,LODDON,19921,2.236,not available,0,0,0,0,0
18435,-37.668068,144.932866,204 Blair Street,DALLAS,MOORABOOL,44817,0.988,35,1,7,2,1,0
59828,-37.810734,145.188435,30 Venice Avenue,MITCHAM,PORT PHILLIP,19900,0.867,31,1,25,8,5,3
41301,-37.680642,145.052039,9 Zelkova Terrace,BUNDOORA,WODONGA,20007,3.323,46,1,3,0,0,0
52237,-37.815351,145.005468,122 Kent Street,RICHMOND,EAST GIPPSLAND,19978,1.235,15,1,1,0,0,0
43541,-37.711056,145.086942,18 Papua Street,WATSONIA,MANNINGHAM,19984,0.277,42,1,11,6,4,2
11858,-37.716325,144.827165,40 Hopkins Avenue,KEILOR,ARARAT,20001,3.274,30,1,0,0,0,0
18191,-37.672931,144.92083,14 Nathalia Street,BROADMEADOWS,WODONGA,20030,1.13,32,1,3,0,0,0
75813,-37.906081,145.085337,167 Warrigal Road,HUGHESDALE,BASS COAST,19917,0.686,25,1,0,0,0,0
18566,-37.6722,144.938143,27 Hepburn Street,DALLAS,MOORABOOL,19960,1.018,33,1,7,2,1,0
19932,-37.77984,144.940629,22 Bunjil Way,PARKVILLE,MURRINDINDI,19971,0.93,11,1,0,0,0,0
86814,-37.89113,144.996163,498 New Street,BRIGHTON,HUME,19954,0.822,not available,0,332,214,155,80
96870,-38.0089607,145.2819672,46 Weeden Crescent,HALLAM,GLEN EIRA,19885,1.447,50,1,15,4,2,1
85542,-37.894397,145.007858,33 College Street,ELSTERNWICK,MORELAND,19953,0.412,not available,0,111,50,47,25
25990,-37.586131,144.915995,22 Gippsland Way,CRAIGIEBURN,YARRA RANGES,40221,2.973,41,1,5,3,2,1
69609,-37.863928,145.089657,16 Poulter Street,ASHBURTON,DAREBIN,19848,0.762,27,1,41,21,15,8
77013,-37.929282,145.130502,84 Kionga Street,CLAYTON,HINDMARSH,19915,1.013,30,1,0,0,0,0
86853,-37.905303,145.004703,50 Warleigh Grove,BRIGHTON,HUME,19952,0.19,not available,0,332,214,155,80
80017,-37.997572,145.172262,27 Fenton Court,KEYSBOROUGH,KINGSTON,19889,2.736,42,1,13,4,2,1
11178,-37.767733,144.897821,17 Navigator Street,MARIBYRNONG,BAW BAW,20038,1.889,14,1,3,0,0,0
90189,-37.952984,145.058627,2 Bernard Street,CHELTENHAM,YARRA RANGES,19872,1.554,37,1,5,3,2,1
55138,-37.845008,145.079873,175 Wattle Valley Road,CAMBERWELL,MELBOURNE,19850,0.395,23,1,23,11,8,5
3270,-37.818926,144.891546,29 Blackwood Street,YARRAVILLE,MITCHELL,19996,0.37,not available,0,14,5,3,1
28609,-37.795366,144.991657,36 Alexander Street,COLLINGWOOD,MOONEE VALLEY,19975,0.488,19,1,41,17,12,6
76635,-37.909411,145.127652,19 Woodside Avenue,CLAYTON,HINDMARSH,19915,1.809,30,1,0,0,0,0
68876,-37.863463,145.030162,19 Gordon Grove,MALVERN,BAW BAW,19944,0.319,17,1,3,0,0,0
92810,-37.998478,145.095919,17 Bradshaw Street,MORDIALLOC,PORT PHILLIP,19863,1.156,48,1,25,8,5,3
17455,-37.701376,144.92427,56 Widford Street,GLENROY,WYNDHAM,20032,0.713,28,1,99,43,33,20
66665,-37.783585,145.333282,7 Saxon Drive,MOOROOLBARK,WEST WIMMERA,19877,1.839,46,1,0,0,0,0
79783,-38.003271,145.145067,170 Keylana Drive,KEYSBOROUGH,KINGSTON,19862,4.607,51,1,13,4,2,1
83788,-37.855955,145.000297,27 Fern Avenue,WINDSOR,MAROONDAH,19957,0.725,not available,0,23,3,2,1
14669,-37.749953,144.90942,60 Lincoln Road,ESSENDON,NILLUMBIK,20037,0.899,16,1,4,1,1,1
83167,-37.883996,145.247638,33 Foster Crescent,KNOXFIELD,SOUTHERN GRAMPIANS,19869,4.154,44,1,0,0,0,0
28005,-37.5796585,144.9298401,Lot 3330 Hyde Park Avenue,CRAIGIEBURN,YARRA RANGES,40221,2.735,41,1,5,3,2,1
2923,-37.814527,144.868638,160 Roberts Street,YARRAVILLE,MITCHELL,20022,1.771,16,1,14,5,3,1
39132,-37.753029,145.035002,14 Carlyle Crescent,not available,not available,19933,1.988,31,1,not available,not available,not available,not available
929,-37.796768,144.902442,37 Lynch Street,FOOTSCRAY,WHITTLESEA,20025,0.484,10,1,152,69,45,23
37435,-37.641189,145.033513,42 Carlisle Drive,EPPING,FRANKSTON,20005,1.28,51,1,3,3,2,1
63819,-37.789181,145.284521,2 Norman Road,CROYDON,CARDINIA,19878,0.776,42,1,25,10,5,3
85158,-37.879182,144.981275,90 Ruskin Street,ELWOOD,MORELAND,19955,1.278,not available,0,111,50,47,25
20807,-37.762097,144.969735,22 Barrow Street,BRUNSWICK,MARIBYRNONG,19967,0.801,18,1,22,7,5,3
82103,-37.9784431,145.2399445,31 Floriana Ave,DOVETON,HINDMARSH,19888,2.942,45,1,0,0,0,0
90806,-37.952599,145.065594,51 Wingrove Street,CHELTENHAM,YARRA RANGES,19866,1.838,40,1,5,3,2,1
35227,-37.709322,145.001219,57 Barry Street,RESERVOIR,EAST GIPPSLAND,20009,0.747,41,1,1,0,0,0
71984,-37.8519,145.267297,10A Warrien Court,BAYSWATER,INDIGO,19870,1.133,41,1,-1,0,0,0
14702,-37.753205,144.917721,65 Napier Street,ESSENDON,NILLUMBIK,20037,0.34,16,1,4,1,1,1
23855,-37.712752,144.9742,1/10 Vervale Ave,FAWKNER,MONASH,19962,1.219,27,1,16,4,3,2
52142,-37.8274574,145.0031586,11 Madden Grove,RICHMOND,EAST GIPPSLAND,19906,0.386,8,1,1,0,0,0
10148,-37.794493,144.923266,166 Newman Street,KENSINGTON,SOUTH GIPPSLAND,20026,0.593,not available,0,2,0,0,0
61425,-37.818686,145.227094,18 Wantirna Road,RINGWOOD,MACEDON RANGES,19902,0.352,35,1,1,1,1,0
74959,-37.902408,145.072638,3 Belvoir Court,MURRUMBEENA,MOIRA,19918,0.945,23,1,0,0,0,0
60853,-37.839042,145.201971,6 Lusk Drive,VERMONT,CENTRAL GOLDFIELDS,19901,2.433,33,1,0,0,0,0
24210,-37.709931,144.972695,24 Bruce Street,FAWKNER,MONASH,19962,1.189,27,1,16,4,3,2
51625,-37.781742,145.120237,7 Prunella Close,DONCASTER,MORELAND,20042,4.169,22,1,111,50,47,25
88648,-37.94914,145.031415,22 Haynes Street,HIGHETT,GREATER DANDENONG,19872,0.92,37,1,36,9,6,3
85948,-37.902319,144.994557,10 Tovell Street,BRIGHTON,HUME,19952,0.762,not available,0,332,214,155,80
88161,-37.937424,145.041028,24 Gwenda Avenue,MOORABBIN,MANSFIELD,19937,0.508,34,1,0,0,0,0
13417,-37.714775,144.767463,7 Pollock Court,DELAHEY,BULOKE,20000,1.628,34,1,0,0,0,0
58014,-37.828359,145.136875,324 Middleborough Road,BLACKBURN,GREATER GEELONG,19897,0.907,27,1,1,2,2,1
85944,-37.9036903,144.9996643,10 Rooding Street,BRIGHTON,HUME,19952,0.29,not available,0,332,214,155,80
72875,-37.869128,145.291756,12  Shirley Court,BORONIA,TOWONG,19869,1.162,44,1,0,0,0,0
38958,-37.763475,145.044692,58 Ivanhoe Parade,IVANHOE,BASS COAST,19933,0.606,31,1,0,0,0,0
53269,-37.812258,144.993699,41 Shelley Street,RICHMOND,EAST GIPPSLAND,19977,0.232,16,1,1,0,0,0
15588,-37.736544,144.886038,2 Hamilton Street,NIDDRIE,MANSFIELD,20036,3.29,19,1,0,0,0,0
22197,-37.740637,144.957209,195 Bell Street,COBURG,MOONEE VALLEY,19965,0.571,22,1,41,17,12,6
35304,-37.697267,145.013963,6 Falk Avenue,RESERVOIR,EAST GIPPSLAND,20008,0.323,44,1,1,0,0,0
27489,-37.600487,144.905033,64 Brentwick Drive,CRAIGIEBURN,YARRA RANGES,40221,3.376,41,1,5,3,2,1
54953,-37.838397,145.074536,12 Doonkuna Avenue,CAMBERWELL,MELBOURNE,19851,0.477,21,1,23,11,8,5
71869,-37.8565495,145.2184373,92 Barmah Dr,WANTIRNA,CENTRAL GOLDFIELDS,19871,3.887,37,1,0,0,0,0
84002,-37.852689,144.994681,40 Victoria Street,WINDSOR,MAROONDAH,19957,0.44,not available,0,23,3,2,1
51562,-37.792869,145.120285,6 Mervyn Street,DONCASTER,MORELAND,20042,2.932,22,1,111,50,47,25
93041,-37.98527,145.073068,24 Second Street,PARKDALE,STONNINGTON,19865,0.789,43,1,19,4,3,1
87538,-37.941361,145.004272,24 Crisp Street,HAMPTON,WYNDHAM,19949,0.449,not available,0,99,43,33,20
93166,-38.0208119,145.0988912,3 School Lane,ASPENDALE,YARRIAMBIACK,19862,0.768,51,1,0,0,0,0
286,-37.7960625,144.8817291,121 Summerhill Road,FOOTSCRAY,WHITTLESEA,20023,0.713,14,1,152,69,45,23
34035,-37.7119506,145.0105912,18 Cheddar Road,RESERVOIR,EAST GIPPSLAND,20009,0.46,41,1,1,0,0,0
75069,-37.901029,145.055173,340 Koornang Road,CARNEGIE,MELBOURNE,19941,1.387,27,1,23,11,8,5
27683,-37.612947,144.937348,73 Abercarn Avenue,CRAIGIEBURN,YARRA RANGES,40221,1.345,41,1,5,3,2,1
47543,-37.712467,145.170738,8 Gum Hill Court,ELTHAM,FRANKSTON,19987,2.019,52,1,3,3,2,1
59256,-37.827547,145.191921,1/52 Carween Avenue,MITCHAM,PORT PHILLIP,19900,1.06,31,1,25,8,5,3
57504,-37.81213,145.14616,1/43 Kerr Street,BLACKBURN,GREATER GEELONG,19898,0.946,27,1,1,2,2,1
1875,-37.779341,144.882606,17 Lindenow Street,MAIDSTONE,BAW BAW,20027,2.363,not available,0,3,0,0,0
96431,-38.0169373,145.2777557,11 Cobbungra Court,HALLAM,GLEN EIRA,19885,0.705,50,1,15,4,2,1
66387,-37.7716255,145.3169861,41 Shadowplay Road,MOOROOLBARK,WEST WIMMERA,19877,1.514,46,1,0,0,0,0
78984,-37.948107,145.144504,33 Regent Avenue,SPRINGVALE,GREATER BENDIGO,19913,0.8,35,1,0,0,0,0
92389,-37.97673,145.062165,64 Flinders Street,MENTONE,WEST WIMMERA,19865,0.629,43,1,0,0,0,0
56708,-37.846969,145.103173,42 Roslyn Street,BURWOOD,MARIBYRNONG,19849,2.054,25,1,22,7,5,3
79051,-37.957522,145.156003,4 Jobert Court,SPRINGVALE,GREATER BENDIGO,19891,0.609,37,1,0,0,0,0
16570,-37.706964,144.914054,15 GLADSTONE PARADE,GLENROY,WYNDHAM,20032,0.388,28,1,99,43,33,20
94711,-37.903776,145.045559,12/4 Ormond Road,ORMOND,MOIRA,19941,0.525,27,1,0,0,0,0
88356,-37.945766,145.038728,1/27 Worthing Road,HIGHETT,GREATER DANDENONG,19872,0.404,37,1,36,9,6,3
9088,-37.880382,144.752635,49 St Anthony Court,SEABROOK,MACEDON RANGES,46468,1.255,not available,0,1,1,1,0
12224,-37.7153168,144.7817688,12 McNicholl Way,DELAHEY,BULOKE,20000,1.713,34,1,0,0,0,0
89522,-37.94582,145.007116,4 Susan Street,SANDRINGHAM,PYRENEES,19948,0.549,not available,0,0,0,0,0
28384,-37.800721,144.983259,7 Hargreaves Street,FITZROY,NILLUMBIK,19975,0.999,19,1,4,1,1,1
69647,-37.86952,145.067853,18 Maxwell Street,ASHBURTON,DAREBIN,19837,0.435,not available,0,41,21,15,8
92648,-37.9863701,145.0849762,12 Ivy Street,PARKDALE,STONNINGTON,19864,1.063,45,1,19,4,3,1
51421,-37.788238,145.107507,426 Doncaster Road,DONCASTER,MORELAND,19896,3.472,25,1,111,50,47,25
73127,-37.86555,145.297996,195 Forest Road,BORONIA,TOWONG,19869,1.323,44,1,0,0,0,0
13187,-37.695152,144.749145,48 John Paul Drive,HILLSIDE,GREATER DANDENONG,20000,2.301,34,1,36,9,6,3
74047,-37.844197,145.305285,85 Torresdale Road,BORONIA,TOWONG,19869,2.576,44,1,0,0,0,0
36032,-37.6830216,145.0353699,56 Oxford Drive,THOMASTOWN,CAMPASPE,20007,1.88,46,1,0,0,0,0
74369,-37.880076,145.017648,5 Edinburgh Avenue,CAULFIELD,MELTON,19954,1.559,not available,0,87,28,19,10
